complaint_text,complaint_type,language,anger_score,days_pending,repeat_count,escalation_label,x,y,DBSCAN_Cluster,KMeans_Cluster,Risk Score,Risk Level,Root Cause
"ordered xl kurta but received m size, totally wrong",wrong_size,english,0.33,9,2,0,-0.3911203663377927,-0.935641499841797,0,0,44,Medium,Warehouse packing error suspected
"color mismatch in my order, very upset",color_mismatch,english,0.56,9,2,0,0.3937367188796189,-0.6687577691426547,0,0,56,High,Seller product listing fraud suspected
"return request ignored completely, no one responding",return_not_picked,english,0.93,10,4,1,-1.5922467547828327,-2.1694281828813136,2,2,86,Critical,Courier partner failure suspected
"fabric is rough and fake, returning immediately",fake_fabric,english,0.61,6,3,1,3.4291791620191963,0.2884144815009377,1,3,57,High,Supplier quality issue suspected
"color mismatch in my order, very upset",color_mismatch,english,0.56,0,3,1,0.3937367188796189,-0.6687577691426547,0,0,43,Medium,Seller product listing fraud suspected
"ordered xl kurta but received m size, totally wrong",wrong_size,english,0.59,6,3,1,-0.3911203663377927,-0.935641499841797,0,0,56,High,Warehouse packing error suspected
"saree color was red online but received pink, cheating",color_mismatch,english,0.68,2,2,0,0.2390009075012779,0.7527417882998685,0,4,48,Medium,Seller product listing fraud suspected
"paise wapas karo, return toh ho gaya tha",refund_not_credited,hinglish,0.77,2,1,0,-1.1929884771589887,1.3139764086581622,3,1,47,Medium,Isolated complaint - no systemic cause
"paise wapas karo, return toh ho gaya tha",refund_not_credited,hinglish,0.78,9,2,1,-1.1929884771589887,1.3139764086581622,3,1,67,High,Isolated complaint - no systemic cause
"return request ignored completely, no one responding",return_not_picked,english,0.69,15,3,1,-1.5922467547828327,-2.1694281828813136,2,2,79,Critical,Courier partner failure suspected
courier not coming for pickup despite multiple complaints,return_not_picked,english,0.75,9,3,1,-1.711371593081928,-3.4244080913301573,2,2,70,High,Courier partner failure suspected
"mujhe galat size mila hai, xl manga tha s aaya",wrong_size,hinglish,0.67,2,2,0,-1.357461773663346,2.7296125988696343,3,1,47,Medium,Warehouse packing error suspected
"color mismatch in my order, very upset",color_mismatch,english,0.5,5,2,0,0.3937367188796189,-0.6687577691426547,0,0,45,Medium,Seller product listing fraud suspected
courier not coming for pickup despite multiple complaints,return_not_picked,english,0.66,22,1,0,-1.711371593081928,-3.4244080913301573,2,2,82,Critical,Isolated complaint - no systemic cause
courier not coming for pickup despite multiple complaints,return_not_picked,english,0.81,17,2,1,-1.711371593081928,-3.4244080913301573,2,2,84,Critical,Courier partner failure suspected
"return request ignored completely, no one responding",return_not_picked,english,0.66,13,4,1,-1.5922467547828327,-2.1694281828813136,2,2,79,Critical,Courier partner failure suspected
courier not coming for pickup despite multiple complaints,return_not_picked,english,0.84,17,2,1,-1.711371593081928,-3.4244080913301573,2,2,86,Critical,Courier partner failure suspected
"return request ignored completely, no one responding",return_not_picked,english,0.81,16,4,1,-1.5922467547828327,-2.1694281828813136,2,2,92,Critical,Courier partner failure suspected
"fabric is rough and fake, returning immediately",fake_fabric,english,0.74,1,2,0,3.429179190843084,0.2884144875879759,1,3,49,Medium,Supplier quality issue suspected
"paise wapas karo, return toh ho gaya tha",refund_not_credited,hinglish,0.83,10,2,1,-1.1929884771589887,1.3139764086581622,3,1,71,High,Payment gateway or bank processing delay
"paise wapas karo, return toh ho gaya tha",refund_not_credited,hinglish,0.94,0,4,1,-1.1929884771589887,1.3139764086581622,3,1,67,High,Isolated complaint - no systemic cause
courier not coming for pickup despite multiple complaints,return_not_picked,english,0.73,19,2,0,-1.711371593081928,-3.4244080913301573,2,2,84,Critical,Courier partner failure suspected
"ordered xl kurta but received m size, totally wrong",wrong_size,english,0.64,10,2,0,-0.3911203663377927,-0.935641499841797,0,0,62,High,Warehouse packing error suspected
"fabric feels fake and uncomfortable, not cotton at all",fake_fabric,english,0.82,3,3,1,3.966911999619658,-0.268436093168843,1,3,62,High,Supplier quality issue suspected
courier not coming for pickup despite multiple complaints,return_not_picked,english,0.92,18,1,1,-1.711371593081928,-3.4244080913301573,2,2,87,Critical,Isolated complaint - no systemic cause
"fabric feels fake and uncomfortable, not cotton at all",fake_fabric,english,0.54,4,1,0,3.966911999619658,-0.268436093168843,1,3,40,Medium,Supplier quality issue suspected
"return request ignored completely, no one responding",return_not_picked,english,0.86,5,2,1,-1.5922467547828327,-2.1694281828813136,2,2,63,High,Courier partner failure suspected
"color mismatch in my order, very upset",color_mismatch,english,0.43,3,1,0,0.3937367188796189,-0.6687577691426547,0,0,32,Medium,Seller product listing fraud suspected
"mujhe galat size mila hai, xl manga tha s aaya",wrong_size,hinglish,0.35,4,2,0,-1.357461773663346,2.7296125988696343,3,1,35,Medium,Warehouse packing error suspected
"fabric feels fake and uncomfortable, not cotton at all",fake_fabric,english,0.56,5,2,0,3.966911999619658,-0.268436093168843,1,3,48,Medium,Supplier quality issue suspected
"mujhe galat size mila hai, xl manga tha s aaya",wrong_size,hinglish,0.68,0,2,0,-1.357461773663346,2.7296125988696343,3,1,44,Medium,Warehouse packing error suspected
"color mismatch in my order, very upset",color_mismatch,english,0.59,3,4,1,0.3937367188796189,-0.6687577691426547,0,0,55,High,Seller product listing fraud suspected
"mujhe galat size mila hai, xl manga tha s aaya",wrong_size,hinglish,0.59,8,2,0,-1.357461773663346,2.7296125988696343,3,1,55,High,Warehouse packing error suspected
"fabric is rough and fake, returning immediately",fake_fabric,english,0.68,6,4,1,3.429179190843084,0.2884144875879759,1,3,66,High,Supplier quality issue suspected
"paise wapas karo, return toh ho gaya tha",refund_not_credited,hinglish,0.8,16,4,1,-1.1929884771589887,1.3139764086581622,3,1,92,Critical,Payment gateway or bank processing delay
"fabric is rough and fake, returning immediately",fake_fabric,english,0.63,9,3,1,3.429179190843084,0.2884144875879759,1,3,64,High,Supplier quality issue suspected
"fabric feels fake and uncomfortable, not cotton at all",fake_fabric,english,0.64,7,4,1,3.966911999619658,-0.268436093168843,1,3,66,High,Supplier quality issue suspected
"refund nahi aaya abhi tak, fraud hai kya",refund_not_credited,hinglish,0.85,2,1,1,-1.7836398170721757,2.381926407704887,3,1,51,High,Isolated complaint - no systemic cause
"ordered xl kurta but received m size, totally wrong",wrong_size,english,0.51,5,3,1,-0.3911203663377927,-0.935641499841797,0,0,50,High,Warehouse packing error suspected
"mujhe galat size mila hai, xl manga tha s aaya",wrong_size,hinglish,0.51,3,2,0,-1.357461773663346,2.7296125988696343,3,1,41,Medium,Warehouse packing error suspected
courier not coming for pickup despite multiple complaints,return_not_picked,english,0.66,14,4,1,-1.711371593081928,-3.4244080913301573,2,2,81,Critical,Courier partner failure suspected
"paise wapas karo, return toh ho gaya tha",refund_not_credited,hinglish,0.86,16,2,1,-1.1929884771589887,1.3139764086581622,3,1,85,Critical,Payment gateway or bank processing delay
"saree color was red online but received pink, cheating",color_mismatch,english,0.73,5,3,1,0.2390009075012779,0.7527417882998685,0,4,61,High,Seller product listing fraud suspected
"mujhe galat size mila hai, xl manga tha s aaya",wrong_size,hinglish,0.41,8,3,1,-1.357461773663346,2.7296125988696343,3,1,51,High,Warehouse packing error suspected
"fabric feels fake and uncomfortable, not cotton at all",fake_fabric,english,0.81,5,4,1,3.966911999619658,-0.268436093168843,1,3,70,High,Supplier quality issue suspected
"color mismatch in my order, very upset",color_mismatch,english,0.49,9,4,1,0.3937367188796189,-0.6687577691426547,0,0,62,High,Seller product listing fraud suspected
"paise wapas karo, return toh ho gaya tha",refund_not_credited,hinglish,0.78,1,4,1,-1.1929884771589887,1.3139764086581622,3,1,61,High,Isolated complaint - no systemic cause
"refund nahi aaya abhi tak, fraud hai kya",refund_not_credited,hinglish,0.78,0,1,0,-1.7836398170721757,2.381926407704887,3,1,44,Medium,Isolated complaint - no systemic cause
"refund nahi aaya abhi tak, fraud hai kya",refund_not_credited,hinglish,0.73,23,2,0,-1.7836398170721757,2.381926407704887,3,1,92,Critical,Payment gateway or bank processing delay
"ordered xl kurta but received m size, totally wrong",wrong_size,english,0.43,1,4,1,-0.3911203663377927,-0.935641499841797,0,0,43,Medium,Warehouse packing error suspected
"color mismatch in my order, very upset",color_mismatch,english,0.51,2,4,1,0.3937367188796189,-0.6687577691426547,0,0,49,Medium,Seller product listing fraud suspected
"fabric feels fake and uncomfortable, not cotton at all",fake_fabric,english,0.64,6,3,1,3.966911999619658,-0.268436093168843,1,3,59,High,Supplier quality issue suspected
"paise wapas karo, return toh ho gaya tha",refund_not_credited,hinglish,0.93,11,1,1,-1.1929884771589887,1.3139764086581622,3,1,73,High,Payment gateway or bank processing delay
"fabric is rough and fake, returning immediately",fake_fabric,english,0.51,3,1,0,3.429179190843084,0.2884144875879759,1,3,36,Medium,Supplier quality issue suspected
"paise wapas karo, return toh ho gaya tha",refund_not_credited,hinglish,0.88,25,4,1,-1.1929884771589887,1.3139764086581622,3,1,114,Critical,Payment gateway or bank processing delay
"saree color was red online but received pink, cheating",color_mismatch,english,0.43,0,4,1,0.2390009075012779,0.7527417882998685,0,4,41,Medium,Seller product listing fraud suspected
"color mismatch in my order, very upset",color_mismatch,english,0.64,7,2,0,0.3937367188796189,-0.6687577691426547,0,0,56,High,Seller product listing fraud suspected
"fabric feels fake and uncomfortable, not cotton at all",fake_fabric,english,0.88,2,1,1,3.966911999619658,-0.268436093168843,1,3,53,High,Supplier quality issue suspected
"saree color was red online but received pink, cheating",color_mismatch,english,0.69,4,2,0,0.2390009075012779,0.7527417882998685,0,4,52,High,Seller product listing fraud suspected
"fabric feels fake and uncomfortable, not cotton at all",fake_fabric,english,0.59,7,3,1,3.966911999619658,-0.268436093168843,1,3,58,High,Supplier quality issue suspected
"paise wapas karo, return toh ho gaya tha",refund_not_credited,hinglish,0.76,23,2,1,-1.1929884771589887,1.3139764086581622,3,1,94,Critical,Payment gateway or bank processing delay
"fabric is rough and fake, returning immediately",fake_fabric,english,0.62,1,1,0,3.429179190843084,0.2884144875879759,1,3,38,Medium,Supplier quality issue suspected
"saree color was red online but received pink, cheating",color_mismatch,english,0.5,10,2,0,0.2390009075012779,0.7527417882998685,0,4,55,High,Seller product listing fraud suspected
courier not coming for pickup despite multiple complaints,return_not_picked,english,0.62,8,2,0,-1.711371593081928,-3.4244080913301573,2,2,57,High,Courier partner failure suspected
"saree color was red online but received pink, cheating",color_mismatch,english,0.61,0,3,1,0.2390009075012779,0.7527417882998685,0,4,45,Medium,Seller product listing fraud suspected
"fabric feels fake and uncomfortable, not cotton at all",fake_fabric,english,0.74,3,4,1,3.966911999619658,-0.268436093168843,1,3,63,High,Supplier quality issue suspected
courier not coming for pickup despite multiple complaints,return_not_picked,english,0.85,24,3,1,-1.711371593081928,-3.4244080913301573,2,2,105,Critical,Courier partner failure suspected
"mujhe galat size mila hai, xl manga tha s aaya",wrong_size,hinglish,0.61,6,2,0,-1.357461773663346,2.7296125988696343,3,1,52,High,Warehouse packing error suspected
"color mismatch in my order, very upset",color_mismatch,english,0.56,7,4,1,0.3937367188796189,-0.6687577691426547,0,0,62,High,Seller product listing fraud suspected
"fabric is rough and fake, returning immediately",fake_fabric,english,0.89,10,1,1,3.429179190843084,0.2884144875879759,1,3,69,High,Supplier quality issue suspected
"return request ignored completely, no one responding",return_not_picked,english,0.61,22,1,0,-1.5922467547828327,-2.1694281828813136,2,2,79,Critical,Isolated complaint - no systemic cause
"ordered xl kurta but received m size, totally wrong",wrong_size,english,0.65,6,1,0,-0.3911203663377927,-0.935641499841797,0,0,49,Medium,Warehouse packing error suspected
"return request ignored completely, no one responding",return_not_picked,english,0.84,10,1,1,-1.5922467547828327,-2.1694281828813136,2,2,67,High,Isolated complaint - no systemic cause
"paise wapas karo, return toh ho gaya tha",refund_not_credited,hinglish,0.91,21,1,1,-1.1929884771589887,1.3139764086581622,3,1,92,Critical,Payment gateway or bank processing delay
"return request ignored completely, no one responding",return_not_picked,english,0.61,17,3,1,-1.5922467547828327,-2.1694281828813136,2,2,79,Critical,Courier partner failure suspected
"return request ignored completely, no one responding",return_not_picked,english,0.84,8,2,1,-1.5922467547828327,-2.1694281828813136,2,2,68,High,Courier partner failure suspected
"refund nahi aaya abhi tak, fraud hai kya",refund_not_credited,hinglish,0.74,9,2,0,-1.7836398170721757,2.381926407704887,3,1,65,High,Isolated complaint - no systemic cause
"fabric is rough and fake, returning immediately",fake_fabric,english,0.66,9,2,0,3.429179190843084,0.2884144875879759,1,3,61,High,Supplier quality issue suspected
"fabric feels fake and uncomfortable, not cotton at all",fake_fabric,english,0.65,5,3,1,3.966911999619658,-0.268436093168843,1,3,57,High,Supplier quality issue suspected
"fabric feels fake and uncomfortable, not cotton at all",fake_fabric,english,0.8,3,3,1,3.966911999619658,-0.268436093168843,1,3,61,High,Supplier quality issue suspected
"color mismatch in my order, very upset",color_mismatch,english,0.42,5,2,0,0.3937367188796189,-0.6687577691426547,0,0,41,Medium,Seller product listing fraud suspected
"refund nahi aaya abhi tak, fraud hai kya",refund_not_credited,hinglish,0.7,25,2,0,-1.7836398170721757,2.381926407704887,3,1,95,Critical,Payment gateway or bank processing delay
"refund nahi aaya abhi tak, fraud hai kya",refund_not_credited,hinglish,0.76,22,2,1,-1.7836398170721757,2.381926407704887,3,1,92,Critical,Payment gateway or bank processing delay
courier not coming for pickup despite multiple complaints,return_not_picked,english,0.73,20,2,0,-1.711371593081928,-3.4244080913301573,2,2,86,Critical,Courier partner failure suspected
"refund nahi aaya abhi tak, fraud hai kya",refund_not_credited,hinglish,0.81,23,2,1,-1.7836398170721757,2.381926407704887,3,1,96,Critical,Payment gateway or bank processing delay
"fabric feels fake and uncomfortable, not cotton at all",fake_fabric,english,0.82,5,1,0,3.966911999619658,-0.268436093168843,1,3,56,High,Supplier quality issue suspected
"fabric is rough and fake, returning immediately",fake_fabric,english,0.71,4,2,0,3.429179190843084,0.2884144875879759,1,3,53,High,Supplier quality issue suspected
"mujhe galat size mila hai, xl manga tha s aaya",wrong_size,hinglish,0.58,8,1,0,-1.357461773663346,2.7296125988696343,3,1,50,High,Warehouse packing error suspected
"paise wapas karo, return toh ho gaya tha",refund_not_credited,hinglish,0.87,16,4,1,-1.1929884771589887,1.3139764086581622,3,1,95,Critical,Payment gateway or bank processing delay
"fabric is rough and fake, returning immediately",fake_fabric,english,0.59,0,4,1,3.429179190843084,0.2884144875879759,1,3,49,Medium,Supplier quality issue suspected
"return request ignored completely, no one responding",return_not_picked,english,0.8,16,1,1,-1.5922467547828327,-2.1694281828813136,2,2,77,Critical,Isolated complaint - no systemic cause
"mujhe galat size mila hai, xl manga tha s aaya",wrong_size,hinglish,0.55,5,1,0,-1.357461773663346,2.7296125988696343,3,1,42,Medium,Warehouse packing error suspected
"paise wapas karo, return toh ho gaya tha",refund_not_credited,hinglish,0.84,9,4,1,-1.1929884771589887,1.3139764086581622,3,1,80,Critical,Isolated complaint - no systemic cause
"mujhe galat size mila hai, xl manga tha s aaya",wrong_size,hinglish,0.68,7,2,0,-1.357461773663346,2.7296125988696343,3,1,58,High,Warehouse packing error suspected
courier not coming for pickup despite multiple complaints,return_not_picked,english,0.85,2,4,1,-1.711371593081928,-3.4244080913301573,2,2,66,High,Courier partner failure suspected
"mujhe galat size mila hai, xl manga tha s aaya",wrong_size,hinglish,0.59,9,4,1,-1.357461773663346,2.7296125988696343,3,1,67,High,Warehouse packing error suspected
"color mismatch in my order, very upset",color_mismatch,english,0.53,10,2,0,0.3937367188796189,-0.6687577691426547,0,0,56,High,Seller product listing fraud suspected
"color mismatch in my order, very upset",color_mismatch,english,0.51,0,1,0,0.3937367188796189,-0.6687577691426547,0,0,30,Medium,Seller product listing fraud suspected
"fabric is rough and fake, returning immediately",fake_fabric,english,0.59,1,2,0,3.429179190843084,0.2884144875879759,1,3,41,Medium,Supplier quality issue suspected
"fabric is rough and fake, returning immediately",fake_fabric,english,0.86,2,2,1,3.429179190843084,0.2884144875879759,1,3,57,High,Supplier quality issue suspected
"mujhe galat size mila hai, xl manga tha s aaya",wrong_size,hinglish,0.67,8,2,0,-1.357461773663346,2.7296125988696343,3,1,59,High,Warehouse packing error suspected
"mujhe galat size mila hai, xl manga tha s aaya",wrong_size,hinglish,0.32,8,1,0,-1.357461773663346,2.7296125988696343,3,1,37,Medium,Warehouse packing error suspected
"fabric feels fake and uncomfortable, not cotton at all",fake_fabric,english,0.88,7,1,1,3.966911999619658,-0.268436093168843,1,3,63,High,Supplier quality issue suspected
"return request ignored completely, no one responding",return_not_picked,english,0.86,10,3,1,-1.5922467547828327,-2.1694281828813136,2,2,78,Critical,Courier partner failure suspected
"paise wapas karo, return toh ho gaya tha",refund_not_credited,hinglish,0.92,7,2,1,-1.1929884771589887,1.3139764086581622,3,1,70,High,Isolated complaint - no systemic cause
"refund nahi aaya abhi tak, fraud hai kya",refund_not_credited,hinglish,0.9,9,4,1,-1.7836398741369313,2.381926538334328,3,1,83,Critical,Isolated complaint - no systemic cause
"mujhe galat size mila hai, xl manga tha s aaya",wrong_size,hinglish,0.36,2,4,1,-1.357461773663346,2.7296125988696343,3,1,42,Medium,Warehouse packing error suspected
"ordered xl kurta but received m size, totally wrong",wrong_size,english,0.67,8,4,1,-0.3911203663377927,-0.935641499841797,0,0,69,High,Warehouse packing error suspected
"ordered xl kurta but received m size, totally wrong",wrong_size,english,0.41,5,1,0,-0.3911203663377927,-0.935641499841797,0,0,35,Medium,Warehouse packing error suspected
"refund nahi aaya abhi tak, fraud hai kya",refund_not_credited,hinglish,0.98,15,4,1,-1.7836398741369313,2.381926538334328,3,1,99,Critical,Payment gateway or bank processing delay
"ordered xl kurta but received m size, totally wrong",wrong_size,english,0.53,8,2,0,-0.3911203663377927,-0.935641499841797,0,0,52,High,Warehouse packing error suspected
"fabric is rough and fake, returning immediately",fake_fabric,english,0.83,6,4,1,3.429179190843084,0.2884144875879759,1,3,73,High,Supplier quality issue suspected
"fabric is rough and fake, returning immediately",fake_fabric,english,0.62,9,2,0,3.429179190843084,0.2884144875879759,1,3,59,High,Supplier quality issue suspected
"refund nahi aaya abhi tak, fraud hai kya",refund_not_credited,hinglish,0.79,18,2,1,-1.7836398170721757,2.381926407704887,3,1,85,Critical,Payment gateway or bank processing delay
courier not coming for pickup despite multiple complaints,return_not_picked,english,0.86,9,4,1,-1.711371593081928,-3.4244080913301573,2,2,81,Critical,Courier partner failure suspected
"mujhe galat size mila hai, xl manga tha s aaya",wrong_size,hinglish,0.3,9,1,0,-1.357461773663346,2.7296125988696343,3,1,38,Medium,Warehouse packing error suspected
courier not coming for pickup despite multiple complaints,return_not_picked,english,0.81,21,4,1,-1.711371593081928,-3.4244080913301573,2,2,102,Critical,Courier partner failure suspected
"ordered xl kurta but received m size, totally wrong",wrong_size,english,0.49,7,3,1,-0.3911203663377927,-0.935641499841797,0,0,53,High,Warehouse packing error suspected
"fabric feels fake and uncomfortable, not cotton at all",fake_fabric,english,0.68,8,2,0,3.966911999619658,-0.268436093168843,1,3,60,High,Supplier quality issue suspected
"refund nahi aaya abhi tak, fraud hai kya",refund_not_credited,hinglish,0.75,22,4,1,-1.7836398170721757,2.381926407704887,3,1,101,Critical,Payment gateway or bank processing delay
"ordered xl kurta but received m size, totally wrong",wrong_size,english,0.56,2,1,0,-0.3911203663377927,-0.935641499841797,0,0,37,Medium,Warehouse packing error suspected
"ordered xl kurta but received m size, totally wrong",wrong_size,english,0.57,9,3,1,-0.3911203663377927,-0.935641499841797,0,0,61,High,Warehouse packing error suspected
courier not coming for pickup despite multiple complaints,return_not_picked,english,0.71,19,4,1,-1.711371593081928,-3.4244080913301573,2,2,93,Critical,Courier partner failure suspected
"return request ignored completely, no one responding",return_not_picked,english,0.6,6,2,0,-1.5922467547828327,-2.1694281828813136,2,2,52,High,Courier partner failure suspected
"color mismatch in my order, very upset",color_mismatch,english,0.41,6,4,1,0.3937367188796189,-0.6687577691426547,0,0,52,High,Seller product listing fraud suspected
"fabric feels fake and uncomfortable, not cotton at all",fake_fabric,english,0.9,6,4,1,3.966911999619658,-0.268436093168843,1,3,77,Critical,Supplier quality issue suspected
"refund nahi aaya abhi tak, fraud hai kya",refund_not_credited,hinglish,0.93,5,1,1,-1.7836398170721757,2.381926407704887,3,1,61,High,Isolated complaint - no systemic cause
"fabric is rough and fake, returning immediately",fake_fabric,english,0.65,9,3,1,3.429179190843084,0.2884144875879759,1,3,65,High,Supplier quality issue suspected
"color mismatch in my order, very upset",color_mismatch,english,0.77,1,4,1,0.3937367188796189,-0.6687577691426547,0,0,60,High,Seller product listing fraud suspected
"return request ignored completely, no one responding",return_not_picked,english,0.77,5,4,1,-1.5922467547828327,-2.1694281828813136,2,2,68,High,Courier partner failure suspected
"fabric is rough and fake, returning immediately",fake_fabric,english,0.82,5,3,1,3.429179190843084,0.2884144875879759,1,3,66,High,Supplier quality issue suspected
"refund nahi aaya abhi tak, fraud hai kya",refund_not_credited,hinglish,0.73,7,1,0,-1.7836398170721757,2.381926407704887,3,1,55,High,Isolated complaint - no systemic cause
"return request ignored completely, no one responding",return_not_picked,english,0.74,7,3,1,-1.5922467547828327,-2.1694281828813136,2,2,66,High,Courier partner failure suspected
"fabric feels fake and uncomfortable, not cotton at all",fake_fabric,english,0.77,6,3,1,3.966911999619658,-0.268436093168843,1,3,65,High,Supplier quality issue suspected
"paise wapas karo, return toh ho gaya tha",refund_not_credited,hinglish,0.74,24,4,1,-1.1929884771589887,1.3139764086581622,3,1,105,Critical,Payment gateway or bank processing delay
"fabric feels fake and uncomfortable, not cotton at all",fake_fabric,english,0.71,1,3,1,3.966911999619658,-0.268436093168843,1,3,52,High,Supplier quality issue suspected
"return request ignored completely, no one responding",return_not_picked,english,0.88,13,1,1,-1.5922467547828327,-2.1694281828813136,2,2,75,Critical,Isolated complaint - no systemic cause
"color mismatch in my order, very upset",color_mismatch,english,0.76,7,4,1,0.3937367188796189,-0.6687577691426547,0,0,72,High,Seller product listing fraud suspected
"mujhe galat size mila hai, xl manga tha s aaya",wrong_size,hinglish,0.41,2,2,0,-1.357461773663346,2.7296125988696343,3,1,34,Medium,Warehouse packing error suspected
courier not coming for pickup despite multiple complaints,return_not_picked,english,0.67,23,3,1,-1.711371593081928,-3.4244080913301573,2,2,94,Critical,Courier partner failure suspected
"return request ignored completely, no one responding",return_not_picked,english,0.91,11,3,1,-1.5922467547828327,-2.1694281828813136,2,2,82,Critical,Courier partner failure suspected
"refund nahi aaya abhi tak, fraud hai kya",refund_not_credited,hinglish,0.94,20,3,1,-1.7836398170721757,2.381926407704887,3,1,102,Critical,Payment gateway or bank processing delay
"fabric is rough and fake, returning immediately",fake_fabric,english,0.65,6,4,1,3.4291789371217094,0.288414405497268,1,3,64,High,Supplier quality issue suspected
courier not coming for pickup despite multiple complaints,return_not_picked,english,0.64,2,4,1,-1.711371593081928,-3.4244080913301573,2,2,56,High,Courier partner failure suspected
"color mismatch in my order, very upset",color_mismatch,english,0.43,1,1,0,0.3937367188796189,-0.6687577691426547,0,0,28,Low,Seller product listing fraud suspected
"fabric feels fake and uncomfortable, not cotton at all",fake_fabric,english,0.83,9,2,1,3.966911999619658,-0.268436093168843,1,3,69,High,Supplier quality issue suspected
"fabric is rough and fake, returning immediately",fake_fabric,english,0.54,5,3,1,3.4291789371217094,0.288414405497268,1,3,52,High,Supplier quality issue suspected
"fabric feels fake and uncomfortable, not cotton at all",fake_fabric,english,0.8,6,4,1,3.966911999619658,-0.268436093168843,1,3,72,High,Supplier quality issue suspected
"paise wapas karo, return toh ho gaya tha",refund_not_credited,hinglish,0.84,20,3,1,-1.1929884771589887,1.3139764086581622,3,1,97,Critical,Payment gateway or bank processing delay
"paise wapas karo, return toh ho gaya tha",refund_not_credited,hinglish,0.75,8,4,1,-1.1929884771589887,1.3139764086581622,3,1,73,High,Isolated complaint - no systemic cause
"ordered xl kurta but received m size, totally wrong",wrong_size,english,0.46,3,1,0,-0.3911203663377927,-0.935641499841797,0,0,34,Medium,Warehouse packing error suspected
"refund nahi aaya abhi tak, fraud hai kya",refund_not_credited,hinglish,0.9,10,4,1,-1.7836398170721757,2.381926407704887,3,1,85,Critical,Payment gateway or bank processing delay
"fabric is rough and fake, returning immediately",fake_fabric,english,0.87,9,3,1,3.4291789371217094,0.288414405497268,1,3,76,Critical,Supplier quality issue suspected
"ordered xl kurta but received m size, totally wrong",wrong_size,english,0.31,5,1,0,-0.3911203663377927,-0.935641499841797,0,0,30,Medium,Warehouse packing error suspected
"ordered xl kurta but received m size, totally wrong",wrong_size,english,0.59,5,1,0,-0.3911203663377927,-0.935641499841797,0,0,44,Medium,Warehouse packing error suspected
"paise wapas karo, return toh ho gaya tha",refund_not_credited,hinglish,0.75,4,2,0,-1.1929884771589887,1.3139764086581622,3,1,55,High,Isolated complaint - no systemic cause
"fabric feels fake and uncomfortable, not cotton at all",fake_fabric,english,0.69,7,3,1,3.966911999619658,-0.268436093168843,1,3,63,High,Supplier quality issue suspected
"return request ignored completely, no one responding",return_not_picked,english,0.62,24,2,0,-1.5922467547828327,-2.1694281828813136,2,2,89,Critical,Courier partner failure suspected
"return request ignored completely, no one responding",return_not_picked,english,0.95,3,4,1,-1.5922467547828327,-2.1694281828813136,2,2,73,High,Courier partner failure suspected
"return request ignored completely, no one responding",return_not_picked,english,0.61,8,3,1,-1.5922467547828327,-2.1694281828813136,2,2,61,High,Courier partner failure suspected
"refund nahi aaya abhi tak, fraud hai kya",refund_not_credited,hinglish,0.73,24,2,0,-1.7836398170721757,2.381926407704887,3,1,94,Critical,Payment gateway or bank processing delay
"saree color was red online but received pink, cheating",color_mismatch,english,0.58,0,1,0,0.2390009075012779,0.7527417882998685,0,4,34,Medium,Seller product listing fraud suspected
"fabric feels fake and uncomfortable, not cotton at all",fake_fabric,english,0.56,3,3,1,3.966911999619658,-0.268436093168843,1,3,49,Medium,Supplier quality issue suspected
"return request ignored completely, no one responding",return_not_picked,english,0.92,6,3,1,-1.5922467003701688,-2.1694284101938868,2,2,73,High,Courier partner failure suspected
"return request ignored completely, no one responding",return_not_picked,english,0.78,25,2,1,-1.5922467003701688,-2.1694284101938868,2,2,99,Critical,Courier partner failure suspected
"fabric feels fake and uncomfortable, not cotton at all",fake_fabric,english,0.77,3,2,0,3.966911999619658,-0.268436093168843,1,3,54,High,Supplier quality issue suspected
"saree color was red online but received pink, cheating",color_mismatch,english,0.78,7,1,1,0.2390009075012779,0.7527417882998685,0,4,58,High,Seller product listing fraud suspected
"fabric is rough and fake, returning immediately",fake_fabric,english,0.56,10,2,0,3.4291789371217094,0.288414405497268,1,3,58,High,Supplier quality issue suspected
"return request ignored completely, no one responding",return_not_picked,english,0.71,2,3,1,-1.5922467547828327,-2.1694281828813136,2,2,54,High,Courier partner failure suspected
"color mismatch in my order, very upset",color_mismatch,english,0.48,9,2,0,0.3937367188796189,-0.6687577691426547,0,0,52,High,Seller product listing fraud suspected
"ordered xl kurta but received m size, totally wrong",wrong_size,english,0.42,0,2,0,-0.3911203663377927,-0.935641499841797,0,0,31,Medium,Warehouse packing error suspected
"return request ignored completely, no one responding",return_not_picked,english,0.69,4,1,0,-1.5922467547828327,-2.1694281828813136,2,2,47,Medium,Isolated complaint - no systemic cause
"fabric feels fake and uncomfortable, not cotton at all",fake_fabric,english,0.54,1,1,0,3.966911999619658,-0.268436093168843,1,3,34,Medium,Supplier quality issue suspected
"refund nahi aaya abhi tak, fraud hai kya",refund_not_credited,hinglish,0.77,15,4,1,-1.7836398170721757,2.381926407704887,3,1,88,Critical,Payment gateway or bank processing delay
"fabric feels fake and uncomfortable, not cotton at all",fake_fabric,english,0.62,9,2,0,3.966911999619658,-0.268436093168843,1,3,59,High,Supplier quality issue suspected
"refund nahi aaya abhi tak, fraud hai kya",refund_not_credited,hinglish,0.85,20,3,1,-1.7836398170721757,2.381926407704887,3,1,97,Critical,Payment gateway or bank processing delay
